"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"ACAA1",-1.20065124813042,11.3969812518549,-10.4583178320956,4.99339249837858e-20,1.14432577206842e-18,34.8246879758744,"Down"
"SLC22A1",-2.75777699667679,10.17468656183,-10.4534370597246,5.15153519969907e-20,1.17868112883849e-18,34.7938361382233,"Down"
"CS",0.781367972385684,10.7268428691855,10.4463427585848,5.39034487324074e-20,1.23135422040554e-18,34.7489976467808,"Not Sig"
"CYP4V2",-1.58376021428317,11.5068168552005,-10.4396328411585,5.62636292404439e-20,1.28322286880713e-18,34.7065943688561,"Down"
"CSNK2A1",0.73066554707083,7.7968658346679,10.4372165555025,5.71385458713288e-20,1.30110555248814e-18,34.6913260461382,"Not Sig"
"CDT1",1.00570783691396,7.34298542147011,10.4350229517093,5.79445728706459e-20,1.31736526543851e-18,34.6774654661922,"Up"
"CR1",-0.310126651177728,6.79595130071623,-10.4325251173111,5.88762003414266e-20,1.33642443342354e-18,34.6616832990878,"Not Sig"
"METTL3",0.641262229958782,8.15056828203759,10.4293614299445,6.0077639948815e-20,1.36153803320708e-18,34.641695171087,"Not Sig"
"TPRKB",0.859620900063582,8.61895903469054,10.4274138840894,6.08293621224926e-20,1.37639645131195e-18,34.629391232227,"Not Sig"
"YEATS2",0.752498816971688,7.95679625480937,10.4269955573024,6.09920492473603e-20,1.37790082235006e-18,34.6267484467438,"Not Sig"
"HSPB1",0.845391751928142,13.5377754144529,10.4251491858813,6.17153009979283e-20,1.39204449794225e-18,34.6150842321132,"Not Sig"
"GBA3",-2.4319865340807,10.3325972361896,-10.418267563778,6.44870736880526e-20,1.45227728999053e-18,34.5716142556638,"Down"
"SLC39A6",0.55749816938775,7.28646429770236,10.4163567317287,6.52784984357183e-20,1.4677926736182e-18,34.5595449329444,"Not Sig"
"NRAS",0.657146991947566,7.7908685559744,10.4060883014833,6.97002765110699e-20,1.56476028286529e-18,34.4946947294959,"Not Sig"
"RABIF",0.398880253853012,6.93525842161125,10.3983731534452,7.32179259519159e-20,1.6411586125341e-18,34.4459785900603,"Not Sig"
"ENOX2",0.558022179615526,7.46230579577943,10.3961535533409,7.42623301269509e-20,1.661967741263e-18,34.431964667551,"Not Sig"
"INPP5F",-0.422852921051547,7.73983404777694,-10.3957469630965,7.44552492766648e-20,1.66368570263599e-18,34.4293976409116,"Not Sig"
"KIF11",0.742374049170374,7.15275531474173,10.3884984220807,7.79796230857771e-20,1.73966071619622e-18,34.3836371910191,"Not Sig"
"CISH",-1.17849657948611,8.28105720818749,-10.3882600784988,7.80982922931068e-20,1.73966071619622e-18,34.3821326289667,"Down"
"DRG1",0.696624106833367,9.68343357901638,10.3878045619669,7.83255911284917e-20,1.74201466107669e-18,34.3792571663951,"Not Sig"
"DROSHA",0.558354859515729,8.86937804116025,10.3856114771541,7.94291870970395e-20,1.76382053766031e-18,34.365413622207,"Not Sig"
"FZD7",-0.557702079911566,8.23452438153073,-10.3820525539306,8.12531809153735e-20,1.80153144001687e-18,34.3429497292944,"Not Sig"
"RIT1",0.503103733203945,7.30976136982471,10.3774809220941,8.3657602516353e-20,1.85197502448489e-18,34.3140960240425,"Not Sig"
"SPAG7",-0.700959497234445,9.09487377614187,-10.3712593993102,8.70441202294677e-20,1.92397057723251e-18,34.2748334246128,"Not Sig"
"CUTA",0.911851939593685,10.7727926789047,10.3706081031848,8.74064441813505e-20,1.92900231126269e-18,34.2707235343424,"Not Sig"
"RPL6",0.757802559462069,7.78594927883487,10.3663863852078,8.97917747294661e-20,1.97859629146176e-18,34.2440844559108,"Not Sig"
"KCNMA1",-1.07146182015114,8.37039825264499,-10.3634855970801,9.14682681112348e-20,2.01244240269926e-18,34.2257817985995,"Down"
"FAM180A",-0.52868128654547,6.96347114257568,-10.3616161617238,9.25651959597465e-20,2.03345291676603e-18,34.2139870895333,"Not Sig"
"NCKAP1",0.771961680462994,8.12165355406707,10.3595288146717,9.38054911065935e-20,2.05754371993835e-18,34.2008180619923,"Not Sig"
"KIF3B",0.685531049965252,8.45385879656156,10.355679844161,9.61361405152913e-20,2.10544027614758e-18,34.1765364800059,"Not Sig"
"TRAF7",0.399883325601944,7.2183544860474,10.3482055161525,1.00828199071854e-19,2.20482793176515e-18,34.1293895307362,"Not Sig"
"SERPINA4",-1.12619462963551,8.8431681481997,-10.3474033018771,1.01345167405596e-19,2.21133917324519e-18,34.1243297172643,"Down"
"IQGAP2",-1.02765554790829,10.8930130542335,-10.3472647148436,1.01434743895978e-19,2.21133917324519e-18,34.1234556145454,"Down"
"FAAH",-0.96814592701717,8.52300214936502,-10.3462159360006,1.02115191582866e-19,2.22279010492612e-18,34.1168407885267,"Not Sig"
"HGFAC",-2.88762886238664,10.1033193140312,-10.3445185398962,1.03226117324034e-19,2.24350030725409e-18,34.1061353294221,"Down"
"FOXM1",0.852048667851649,7.49083485630456,10.3442850208161,1.03379892675257e-19,2.24350030725409e-18,34.1046625566898,"Not Sig"
"ATAD2",0.985492542399578,8.32157837325179,10.34323153737,1.04076469180974e-19,2.25520010299408e-18,34.0980184705271,"Not Sig"
"MCM3",1.14303314144441,10.8423186412983,10.3415002054357,1.05231425623369e-19,2.27678203807177e-18,34.0870996614354,"Up"
"CDCA4",0.619949122688232,7.11366804102263,10.3393478225385,1.06685092721688e-19,2.3047520106376e-18,34.073526004506,"Not Sig"
"AIFM2",0.557786727614138,7.318953352867,10.3386380224205,1.07168850264823e-19,2.31171602762508e-18,34.0690498978744,"Not Sig"
"ARL6IP6",0.601737308541587,8.46496041120862,10.3379081492383,1.07668568889659e-19,2.31900287549864e-18,34.0644472767047,"Not Sig"
"ANKRD24",-0.83718966086322,7.80499728768302,-10.3308861602172,1.12596550568788e-19,2.42150209278792e-18,34.0201698121982,"Not Sig"
"SULF2",-1.29468299068765,8.7330701274201,-10.3280240703539,1.14669067622851e-19,2.46237639514556e-18,34.002124646993,"Down"
"CLEC12A",-0.654568684219264,7.32377970326339,-10.325491465476,1.16534685837101e-19,2.49869207371976e-18,33.9861577537571,"Not Sig"
"SUB1",0.946838097244818,9.54831563290761,10.3219061279048,1.19227640376103e-19,2.55261209731978e-18,33.9635553267144,"Not Sig"
"CENPQ",0.688486865647045,7.16888855507614,10.3215510198635,1.19497715932683e-19,2.55457579896092e-18,33.9613167730879,"Not Sig"
"CYP3A4",-3.69003116209629,10.9569133125318,-10.3111147884724,1.27713157912783e-19,2.72613347359879e-18,33.8955356626279,"Down"
"GK5",0.523510009744879,7.15359719968707,10.3108740505617,1.27909167094617e-19,2.72625446472649e-18,33.8940184273876,"Not Sig"
"SLC26A6",0.93948691581911,8.84753103846021,10.3035406462042,1.34025914743705e-19,2.85238213502835e-18,33.8478038324739,"Not Sig"
"MTMR9",-0.497777938775155,8.23532474780886,-10.3008704830153,1.36324768574381e-19,2.89700246333954e-18,33.8309784430742,"Not Sig"
"MCHR1",-0.349274877177239,7.0979486665161,-10.3001521088775,1.36949928427406e-19,2.90597603683812e-18,33.8264519450992,"Not Sig"
"SP6",-0.479393361783838,7.28023555439613,-10.2989898610944,1.37967423678328e-19,2.91924623931444e-18,33.8191287322024,"Not Sig"
"COPS8",0.652259873914881,9.17824218780879,10.2989721992622,1.37982943797799e-19,2.91924623931444e-18,33.8190174480753,"Not Sig"
"SPC25",0.574908027253071,7.21951850514034,10.2980342750215,1.3880963831659e-19,2.93240479293291e-18,33.8131078111376,"Not Sig"
"TMEM259",-0.59111793362324,9.13448035578132,-10.2943327809115,1.42120639246314e-19,2.99792918398373e-18,33.7897867349462,"Not Sig"
"MPZL1",0.707087708120678,8.58175746981023,10.2915688827862,1.44644190474521e-19,3.046674617892e-18,33.7723741385031,"Not Sig"
"VPS54",0.630894573658439,7.62995585598013,10.290847672362,1.45310001102983e-19,3.05620432569461e-18,33.7678306723638,"Not Sig"
"ACBD6",0.631027303614911,8.2532147010139,10.2892164642197,1.46827198500067e-19,3.08358645764877e-18,33.7575546809099,"Not Sig"
"RFC3",0.659013965625331,7.56789427280188,10.2879987615742,1.47970076171453e-19,3.10303865447105e-18,33.7498838512612,"Not Sig"
"UTP18",0.505829178683538,7.86233238578871,10.2814256487754,1.54294155646339e-19,3.23092864228438e-18,33.7084804672215,"Not Sig"
"LAMC1",1.11573752156761,10.6338798220714,10.2677246363031,1.6835533008815e-19,3.52022393117163e-18,33.6221980091868,"Up"
"CKS2",1.26604163613477,9.72758569994407,10.2672168866012,1.68900282397636e-19,3.52647047344218e-18,33.6190009345943,"Up"
"HSPBP1",0.360599609545399,7.12752003011922,10.2643711076425,1.71987274462289e-19,3.58321630650289e-18,33.6010829790592,"Not Sig"
"TSNAX",0.962334419073974,8.09095063275046,10.2642512959822,1.72118468119388e-19,3.58321630650289e-18,33.6003286299268,"Not Sig"
"TCP1",1.02180477644819,7.86558305109706,10.2592296648888,1.77707790408929e-19,3.68992009051899e-18,33.5687135823444,"Up"
"TNS2",-0.518610772731527,7.41865332336346,-10.2588997659194,1.78081254079032e-19,3.68992009051899e-18,33.5666367343846,"Not Sig"
"RPS21",1.11184212196201,10.1273050683879,10.2588338636546,1.7815595274231e-19,3.68992009051899e-18,33.5662218546585,"Up"
"COX6B1",0.766013605854186,12.7899520873493,10.2587293919899,1.78274432914832e-19,3.68992009051899e-18,33.5655641671665,"Not Sig"
"PDZK1",1.2794357324967,10.5288984523101,10.2565076183475,1.80812800955126e-19,3.73630049719462e-18,33.5515776407846,"Up"
"LOC101928714",-0.356001386094976,7.89503584903099,-10.2563129033638,1.81036971657688e-19,3.73630049719462e-18,33.5503519018246,"Not Sig"
"IGFBP4",-1.24889252270277,12.3807795002753,-10.2551725995071,1.82355348861385e-19,3.75656510893315e-18,33.5431737459229,"Down"
"HLTF",0.885398656062666,9.24001980253236,10.2549686346021,1.82592172491558e-19,3.75656510893315e-18,33.5418898158511,"Not Sig"
"OLFML3",-0.859815460055794,7.76993404441065,-10.2547849690776,1.82805688817036e-19,3.75656510893315e-18,33.5407336723843,"Not Sig"
"IL17RC",-0.741651881030872,8.16128778769473,-10.254121910052,1.83578586614276e-19,3.76285525567433e-18,33.5365598663453,"Not Sig"
"ZSWIM6",-0.845820383290986,8.71943334705027,-10.2540717275164,1.83637214530221e-19,3.76285525567433e-18,33.5362439811363,"Not Sig"
"CSTF2",0.709484448045323,8.16466497684577,10.2487082186509,1.90012172644396e-19,3.88792049826527e-18,33.5024841708199,"Not Sig"
"IRX1",-0.412952692034326,8.4328094295919,-10.2484102643362,1.90372712741227e-19,3.88974089100227e-18,33.5006088577697,"Not Sig"
"FAM122B",0.728314570045578,8.06911586848779,10.247448052733,1.91541701638175e-19,3.90805098655781e-18,33.4945528183588,"Not Sig"
"CLUH",-0.979702265099844,9.87778587225482,-10.2466317501135,1.92539033835808e-19,3.92281163816541e-18,33.4894152119399,"Not Sig"
"ASGR2",-1.27057972322815,12.1137588807169,-10.2461836244723,1.93088738236803e-19,3.92842329228087e-18,33.4865948592791,"Down"
"HSCB",-0.790108296457364,9.94801197671226,-10.2450369927806,1.94502414939063e-19,3.95157175769105e-18,33.4793784697272,"Not Sig"
"FANCI",0.807467504986694,7.11756974025834,10.2421062721865,1.98162743416731e-19,4.02023367416123e-18,33.4609346438667,"Not Sig"
"FAM102A",-0.991724157481052,8.84960682389683,-10.2410888456406,1.99449449317629e-19,4.04061451566677e-18,33.4545319781196,"Not Sig"
"HACD3",1.10280761511281,10.2389475017346,10.237432415053,2.04142739986239e-19,4.12985376387415e-18,33.4315232413018,"Up"
"ZBTB9",0.569332973280847,8.26073862733103,10.2360402553735,2.05958470470597e-19,4.16070969330093e-18,33.422763316915,"Not Sig"
"RPS27A",0.921272039730464,12.3908967315391,10.2357529721941,2.06335159718487e-19,4.1624485811942e-18,33.4209556705671,"Not Sig"
"MMGT1",0.709787058026384,8.5295880921679,10.2342872941903,2.08267689933213e-19,4.19256414113941e-18,33.4117334937054,"Not Sig"
"ZCCHC6",-1.35861619315619,9.27689447205787,-10.234177305834,2.08413437721934e-19,4.19256414113941e-18,33.4110414491725,"Down"
"HSPH1",1.06984863396108,10.1950653146509,10.2336101054676,2.09166661820823e-19,4.20181500316921e-18,33.4074726625003,"Up"
"CYB5D2",-0.720653708034558,8.73749064121407,-10.2307463526259,2.13011268197175e-19,4.27305377365285e-18,33.3894548040503,"Not Sig"
"ZNF143",0.533652527358315,7.85236213964701,10.2287101963456,2.15787586470477e-19,4.3217644068109e-18,33.3766446240125,"Not Sig"
"MTERF3",0.83267395751303,9.18108529963796,10.2284624649874,2.16127822118793e-19,4.3217644068109e-18,33.3750860976957,"Not Sig"
"SPSB2",0.550053789265835,7.76855306335878,10.2283047582546,2.16344695921484e-19,4.3217644068109e-18,33.3740939383148,"Not Sig"
"DR1",0.837390036349504,8.08419660756,10.2268473640812,2.18359154995914e-19,4.35593060864411e-18,33.3649253921779,"Not Sig"
"NTHL1",-1.25015638931406,9.78749207851832,-10.2204561137166,2.27416432220636e-19,4.53029980347173e-18,33.3247211849651,"Down"
"RAD51AP1",0.9917645905783,7.8333490298563,10.2192660067997,2.29143871622229e-19,4.55837176839608e-18,33.3172354386137,"Not Sig"
"ST6GALNAC6",-0.899483708268976,8.97065472272609,-10.2178857757051,2.31163661234072e-19,4.59217353655425e-18,33.3085540634066,"Not Sig"
"TRIM24",0.834611063937404,8.96771080705837,10.2158017937174,2.34246970674701e-19,4.64697972434036e-18,33.2954467421648,"Not Sig"
"TUFT1",0.995719748191817,8.80891652085983,10.2134499075463,2.3777590988293e-19,4.71046245816488e-18,33.2806551532508,"Not Sig"
"PSMB4",0.737750173158574,11.8571484320757,10.2131791965744,2.38185489560175e-19,4.71205907040108e-18,33.2789526353206,"Not Sig"
"C1orf43",0.900234800647581,7.97932946516302,10.2098520961232,2.4327711817429e-19,4.8061491911867e-18,33.2580291360304,"Not Sig"
"AQP7",-0.401794702455483,7.13186816350933,-10.203407377262,2.5345039937441e-19,5.00023425652847e-18,33.2175039555229,"Not Sig"
"ANKRD27",0.374858985156153,7.35256426313811,10.1992408695903,2.60251968948346e-19,5.12375323039151e-18,33.1913075595357,"Not Sig"
"UCK2",0.748665446319142,8.08686492778064,10.1991352376044,2.6042675080116e-19,5.12375323039151e-18,33.1906434434717,"Not Sig"
"ZNRD1",0.743385409333013,7.78411518008855,10.1988781665598,2.60852597214801e-19,5.12509156365925e-18,33.1890272254927,"Not Sig"
"ANXA10",-1.76056244471528,9.80311796341606,-10.1965338944993,2.64768120931411e-19,5.19249695823542e-18,33.1742891054391,"Down"
"CYP2A7",-2.56509376086153,8.99913986058746,-10.1963911653407,2.650083974356e-19,5.19249695823542e-18,33.1733918116891,"Down"
"CCNF",0.858091586308686,7.8969443516261,10.1959884146132,2.65687578071848e-19,5.19869286984027e-18,33.1708598588813,"Not Sig"
"MDK",2.30577539369603,9.92922809405004,10.1935986095574,2.69753474333552e-19,5.26646536109186e-18,33.1558364632979,"Up"
"IFNAR1",-0.662083725388298,9.23014674156929,-10.1935209788199,2.69886586262754e-19,5.26646536109186e-18,33.1553484549221,"Not Sig"
"POP4",0.608693458919029,8.35712296764174,10.1883642602434,2.78876895614032e-19,5.43449493316977e-18,33.1229338022837,"Not Sig"
"C8A",-1.85302443484171,12.6838395261289,-10.1857318879795,2.83580661435628e-19,5.51864920345449e-18,33.1063884100461,"Down"
"CYP2C19",-1.01212610541356,7.35155917857392,-10.1842339993539,2.86292438483085e-19,5.56386241030289e-18,33.0969740889462,"Down"
"LOC81691",0.858849155278101,7.34115008321608,10.1828071224957,2.88899687055961e-19,5.60692441423106e-18,33.0880063778999,"Not Sig"
"GADD45B",-1.54225476051415,10.3805410618251,-10.1811073205339,2.92036538915895e-19,5.65887184862229e-18,33.0773237509769,"Down"
"FEN1",1.18339703814759,9.58007762888583,10.1809295874946,2.92366485232178e-19,5.65887184862229e-18,33.0762067882927,"Up"
"MPP6",0.884944551166856,8.04872172342538,10.1806116036908,2.92957722414678e-19,5.66266323636361e-18,33.0742084313814,"Not Sig"
"SEC61G",1.01706457797267,12.0967293945007,10.1774489311392,2.98903431326117e-19,5.76980302814552e-18,33.0543335226694,"Up"
"EED",0.466338024058819,7.36967679238455,10.1722544230214,3.08930997203081e-19,5.95534141714634e-18,33.0216932243012,"Not Sig"
"MASTL",0.377206895659016,7.30065432749406,10.1714753558412,3.1046356149389e-19,5.97684084849057e-18,33.0167981973287,"Not Sig"
"AGGF1",0.544960575197274,9.01103915005193,10.1705534801524,3.12286846157522e-19,6.00387180874388e-18,33.0110059895911,"Not Sig"
"GPBP1",0.645669512303165,9.12514256300419,10.162988260276,3.27658132958545e-19,6.29094830880058e-18,32.9634777989756,"Not Sig"
"BSDC1",-0.857929433542569,10.6899513193751,-10.1575686759871,3.39131222183187e-19,6.50225649305366e-18,32.9294345320902,"Not Sig"
"CD14",-1.66811358244654,11.6524470651131,-10.1573641882999,3.39571867402369e-19,6.50225649305366e-18,32.9281501198638,"Down"
"FAM49B",0.783751971944543,7.90526978152584,10.1528056282913,3.49544494909591e-19,6.68428010759688e-18,32.8995188109687,"Not Sig"
"KLF3",0.358336535771558,6.78331153633144,10.1507105598201,3.54225193238745e-19,6.76475659034473e-18,32.886361154493,"Not Sig"
"RPL37A",0.660413380976889,13.9762896778364,10.1443131325663,3.68908102950847e-19,7.03577997145803e-18,32.8461873273996,"Not Sig"
"RAB26",-1.20162024267969,8.08250056061,-10.1437307721424,3.70274440811305e-19,7.0524478932717e-18,32.8425305818397,"Down"
"ABCF2",0.630979357627071,7.76759847047957,10.137101992982,3.86186889516485e-19,7.33800059391653e-18,32.8009107578589,"Not Sig"
"PIK3CB",0.570249333923094,7.20300251903453,10.1370593414209,3.8629145066069e-19,7.33800059391653e-18,32.8006429840555,"Not Sig"
"VPS37B",-0.649499487968813,8.04856496186713,-10.1345762598018,3.92427656209058e-19,7.44469048991038e-18,32.7850542288644,"Not Sig"
"PVALB",-0.57096345994122,6.87521154099472,-10.1341699358536,3.93440973447023e-19,7.45404108820332e-18,32.7825034176976,"Not Sig"
"ENSA",1.18006074811931,8.8395190776914,10.1321191176916,3.98595368691836e-19,7.54171924144407e-18,32.7696292056078,"Up"
"ADAMTSL2",-1.84537829444613,8.95720196263134,-10.1312585263967,4.00778316808801e-19,7.57301824756261e-18,32.7642269420231,"Down"
"FCGR2B",-0.808525196283481,8.15259393387773,-10.1293102021999,4.05764490481946e-19,7.65713412012241e-18,32.7519969586058,"Not Sig"
"LRRN3",-0.397718317644948,7.07702743343421,-10.1284205810298,4.08061730457623e-19,7.69035284913753e-18,32.7464128298913,"Not Sig"
"TMEM183A",0.555841551822303,10.91036570722,10.1278439160736,4.09557752629585e-19,7.70840432445933e-18,32.7427931808663,"Not Sig"
"CBLN3",-0.791038986247782,7.67698263377916,-10.1258825482942,4.14687089870837e-19,7.7947023467454e-18,32.7304823006578,"Not Sig"
"SMOC1",-0.946700499167084,8.65854812761419,-10.1244036904313,4.18596861467958e-19,7.85616106336032e-18,32.7212003533736,"Not Sig"
"MICU1",-0.773572109671591,9.44201071893714,-10.1242317678781,4.19053763346176e-19,7.85616106336032e-18,32.7201213143338,"Not Sig"
"ROM1",-0.313608568217272,8.08189095789447,-10.1235361279952,4.20907577218771e-19,7.88060029869863e-18,32.7157553077615,"Not Sig"
"BOLA3",0.838285732585801,10.7625934754752,10.1203899557113,4.29394415402464e-19,8.02900288747976e-18,32.6960100438542,"Not Sig"
"SLC38A2",-1.29961094194351,11.7883134239303,-10.1119965389993,4.52879317249865e-19,8.45709316945218e-18,32.6433403702009,"Down"
"FYN",-0.994872023264145,8.77382912742334,-10.1115710716433,4.54103289904182e-19,8.46890810064792e-18,32.6406707885222,"Not Sig"
"POLR3C",0.585754171933411,9.65469374280236,10.1111934260154,4.55192451487869e-19,8.47818138187353e-18,32.6383012851175,"Not Sig"
"C8orf59",0.914296464535825,11.3668137450359,10.1084651401573,4.63138776233159e-19,8.61498271686692e-18,32.6211835259914,"Not Sig"
"POLE2",0.823253301781231,7.86509926281169,10.1052691833842,4.72623195382252e-19,8.78000262964979e-18,32.6011329110554,"Not Sig"
"TMPO",0.775366474654639,7.34777371747621,10.1044211134523,4.75172284549307e-19,8.8159230979271e-18,32.5958125904907,"Not Sig"
"CYC1",0.834130806027316,11.9217298916392,10.1006088494307,4.86801279232496e-19,9.01999317263524e-18,32.5718978726967,"Not Sig"
"KIF4A",0.906379875080734,7.10789145333476,10.0985497153471,4.93200010573698e-19,9.12674903287737e-18,32.5589816108104,"Not Sig"
"VSIG4",-0.727895224258435,7.54415764389875,-10.0954304073162,5.03053214892797e-19,9.29707251214133e-18,32.5394164278564,"Not Sig"
"UBXN2B",0.788675370885183,8.21126195340231,10.0907046381699,5.18355814514568e-19,9.56753908671671e-18,32.5097778171369,"Not Sig"
"EP300",0.608811186285426,7.80083501222607,10.0859404461146,5.34252342106869e-19,9.84825778120551e-18,32.4799015910282,"Not Sig"
"CEP350",0.647007228942494,9.0653161070173,10.0844816040371,5.39216476747991e-19,9.92698919853661e-18,32.4707538753353,"Not Sig"
